cnf_file,category,priority_folder,DLIS,watched_literals,expected_result,actual_result,correct,exit_code,timed_out,monitor_start_time,monitor_total_time,monitor_unit_propagation_time,monitor_peak_memory_kb,monitor_clause_checks,monitor_variable_assignments,monitor_backtrack_count,monitor_state_copies,monitor_unit_propagation_rounds,monitor_unit_propagation_calls,monitor_current_recursion_depth,monitor_max_recursion_depth,stderr
test/unsat/UUF50.218.1000/uuf50-01.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166926.641839,0.002165,0.000330,3316,774,4460,476,714,3026,477,0,14,
test/unsat/UUF50.218.1000/uuf50-02.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166926.741865,0.001931,0.000305,3164,986,3854,438,657,2715,439,0,16,
test/unsat/UUF50.218.1000/uuf50-03.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166926.746634,0.095392,0.000355,3364,962,3272,394,591,2209,395,0,15,
test/unsat/UUF50.218.1000/uuf50-04.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166926.942408,0.001583,0.000250,1920,408,3188,330,495,2174,331,0,12,
test/unsat/UUF50.218.1000/uuf50-05.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166926.947999,0.002638,0.000416,3520,574,5189,564,846,3593,565,0,13,
test/unsat/UUF50.218.1000/uuf50-06.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166927.044078,0.003843,0.000628,3408,1870,8039,958,1437,5695,959,0,18,
test/unsat/UUF50.218.1000/uuf50-07.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166927.144912,0.005492,0.001018,3164,1974,9103,1044,1566,6110,1045,0,18,
test/unsat/UUF50.218.1000/uuf50-08.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166927.152979,0.196416,0.002009,3256,3152,22362,2906,4359,13994,2907,0,20,
test/unsat/UUF50.218.1000/uuf50-09.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166927.442951,0.100222,0.001508,3148,5334,21254,2810,4215,13897,2811,0,19,
test/unsat/UUF50.218.1000/uuf50-010.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166927.644715,0.002571,0.000341,3260,812,4478,532,798,3019,533,0,19,
test/unsat/UUF50.218.1000/uuf50-011.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166927.745546,0.004134,0.000740,3288,1098,8341,1004,1506,5522,1005,0,17,
test/unsat/UUF50.218.1000/uuf50-012.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166927.841712,0.004561,0.000790,3460,1202,10740,1200,1800,7065,1201,0,17,
test/unsat/UUF50.218.1000/uuf50-013.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166927.941203,0.002097,0.000310,3408,632,2782,304,456,1929,305,0,16,
test/unsat/UUF50.218.1000/uuf50-014.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166927.946183,0.097850,0.000756,3140,1266,9567,1194,1791,6175,1195,0,16,
test/unsat/UUF50.218.1000/uuf50-015.cnf,unsat,unsat/UUF50.218.1000,0,1,UNSAT,UNSAT,TRUE,0,FALSE,1778166928.053746,0.089560,0.000355,3180,648,4223,480,720,2904,481,0,17,
