cnf_file,category,priority_folder,DLIS,watched_literals,expected_result,actual_result,correct,exit_code,timed_out,monitor_start_time,monitor_total_time,monitor_unit_propagation_time,monitor_peak_memory_kb,monitor_clause_checks,monitor_variable_assignments,monitor_backtrack_count,monitor_state_copies,monitor_unit_propagation_rounds,monitor_unit_propagation_calls,monitor_current_recursion_depth,monitor_max_recursion_depth,stderr
test/sat/UF75.325.100/uf75-01.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.616918,0.025012,0.000017,3316,1328,82,1,20,76,21,0,20,
test/sat/UF75.325.100/uf75-02.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.645655,0.000761,0.000042,3456,1294,215,13,37,186,32,0,19,
test/sat/UF75.325.100/uf75-03.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.649420,0.002277,0.000271,3176,1214,2786,212,332,2107,228,0,22,
test/sat/UF75.325.100/uf75-04.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.654164,0.002103,0.000243,3168,1334,2625,216,337,1986,231,0,18,
test/sat/UF75.325.100/uf75-05.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.658639,0.003629,0.000448,3256,1984,4731,433,667,3461,453,0,23,
test/sat/UF75.325.100/uf75-06.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.664613,0.006439,0.000865,3256,2586,10335,889,1342,7340,900,0,19,
test/sat/UF75.325.100/uf75-07.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.673194,0.003780,0.000514,3268,2416,5801,472,720,4259,487,0,21,
test/sat/UF75.325.100/uf75-08.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.679394,0.002082,0.000225,3164,1200,2425,225,348,1777,238,0,22,
test/sat/UF75.325.100/uf75-09.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.684027,0.000754,0.000025,3316,1132,202,13,36,172,31,0,18,
test/sat/UF75.325.100/uf75-010.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.687320,0.001461,0.000106,3588,1368,1041,89,164,831,121,0,32,
test/sat/UF75.325.100/uf75-011.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.691275,0.000702,0.000026,3364,998,176,4,23,160,24,0,20,
test/sat/UF75.325.100/uf75-012.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.694094,0.004272,0.000532,3256,1864,5939,541,824,4261,556,0,19,
test/sat/UF75.325.100/uf75-013.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.700608,0.041731,0.000095,3296,878,631,42,78,467,59,0,19,
test/sat/UF75.325.100/uf75-014.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.745312,0.001892,0.000138,3256,938,1131,94,154,867,109,0,16,
test/sat/UF75.325.100/uf75-015.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.750763,0.003929,0.000472,3412,1868,5398,462,711,3985,482,0,21,
test/sat/UF75.325.100/uf75-016.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.764381,0.001383,0.000117,3164,1700,1210,96,161,879,116,0,20,
test/sat/UF75.325.100/uf75-017.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.768456,0.000854,0.000034,3440,1012,122,6,32,110,31,0,25,
test/sat/UF75.325.100/uf75-018.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.771685,0.002076,0.000198,3724,1684,2186,185,305,1633,214,0,29,
test/sat/UF75.325.100/uf75-019.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.776486,0.002793,0.000335,3520,1496,3725,322,490,2763,331,0,17,
test/sat/UF75.325.100/uf75-020.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.781780,0.001811,0.000160,3524,1532,1860,171,274,1336,191,0,24,
test/sat/UF75.325.100/uf75-021.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.786035,0.002394,0.000272,3456,2682,2824,244,384,2094,264,0,20,
test/sat/UF75.325.100/uf75-022.cnf,sat,sat/UF75.325.100,1,1,SAT,SAT,TRUE,0,FALSE,1778166907.790728,0.000770,0.000017,3256,990,77,1,26,73,27,0,26,
