cnf_file,category,priority_folder,DLIS,watched_literals,expected_result,actual_result,correct,exit_code,timed_out,monitor_start_time,monitor_total_time,monitor_unit_propagation_time,monitor_peak_memory_kb,monitor_clause_checks,monitor_variable_assignments,monitor_backtrack_count,monitor_state_copies,monitor_unit_propagation_rounds,monitor_unit_propagation_calls,monitor_current_recursion_depth,monitor_max_recursion_depth,stderr
test/sat/UF150.645.100/uf150-01.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778166907.861684,50.388824,50.017589,1936,392535796,2604715,152457,228700,425653,152476,0,41,
test/sat/UF150.645.100/uf150-02.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778166958.344229,4.699619,4.696471,1904,32638747,232623,14011,21045,37534,14045,0,41,
test/sat/UF150.645.100/uf150-03.cnf,sat,sat/UF150.645.100,0,0,SAT,UNKNOWN,FALSE,,TRUE,,,,,,,,,,,,,
test/sat/UF150.645.100/uf150-04.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778168163.148039,211.209636,210.949905,3196,2088875607,13356225,828239,1242389,2315324,828274,0,40,
test/sat/UF150.645.100/uf150-05.cnf,sat,sat/UF150.645.100,0,0,SAT,UNKNOWN,FALSE,,TRUE,,,,,,,,,,,,,
test/sat/UF150.645.100/uf150-06.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778169574.463581,246.496167,245.941822,3112,4260711517,30140669,1867752,2801656,4801345,1867787,0,44,
test/sat/UF150.645.100/uf150-07.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778169820.964024,115.682818,115.518643,3484,2029287324,13253615,870308,1305486,2224258,870339,0,41,
test/sat/UF150.645.100/uf150-08.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778169936.651218,4.198743,4.195100,1836,73041923,504354,28810,43239,81574,28839,0,41,
test/sat/UF150.645.100/uf150-09.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778169940.854820,532.892008,531.507641,3336,9527004200,64219738,4263524,6395313,10725349,4263561,0,49,
test/sat/UF150.645.100/uf150-010.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778170473.751813,485.101752,483.837346,3484,9945793831,65279766,4205208,6307846,11022922,4205249,0,48,
test/sat/UF150.645.100/uf150-011.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778170958.858296,1.489100,1.487077,1920,32481566,209751,11955,17966,33865,11992,0,37,
test/sat/UF150.645.100/uf150-012.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778170960.352605,868.407417,866.256927,3336,18605164467,122401840,7935191,11902806,20498086,7935219,0,47,
test/sat/UF150.645.100/uf150-013.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778171828.764538,251.809557,251.217077,3184,5277551424,34083188,2212950,3319445,5870646,2212975,0,45,
test/sat/UF150.645.100/uf150-014.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778172080.643313,495.615011,494.657699,3112,10450856464,71581695,5127946,7691953,12103570,5127991,0,53,
test/sat/UF150.645.100/uf150-015.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778172576.263717,376.686878,376.218075,3204,7692881653,52495413,3232513,4848802,8710808,3232554,0,52,
test/sat/UF150.645.100/uf150-016.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778172952.956212,102.286335,102.069696,3480,2294318425,14329513,896676,1345048,2464847,896714,0,42,
test/sat/UF150.645.100/uf150-017.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778173055.246387,1.020365,1.018640,1936,21844899,149321,10053,15105,25486,10083,0,36,
test/sat/UF150.645.100/uf150-018.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778173056.271125,34.481147,34.450190,3236,753109274,4872012,322849,484294,856614,322876,0,43,
test/sat/UF150.645.100/uf150-019.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778173090.757311,301.103859,300.310571,3476,6730261397,43543102,2822794,4234220,7334795,2822835,0,46,
test/sat/UF150.645.100/uf150-020.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778173391.866565,39.009691,38.970398,3404,863248928,6101669,425299,637983,980543,425343,0,45,
test/sat/UF150.645.100/uf150-021.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778173430.944034,94.620883,94.478896,3264,2081651873,13604522,860117,1290201,2295162,860149,0,51,
test/sat/UF150.645.100/uf150-022.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778173525.569546,57.791703,57.744147,3480,1255737105,8289190,529313,794002,1419438,529351,0,47,
test/sat/UF150.645.100/uf150-023.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778173583.369796,167.180830,166.904844,3200,3741371888,23603231,1556531,2334813,4127397,1556555,0,51,
test/sat/UF150.645.100/uf150-024.cnf,sat,sat/UF150.645.100,0,0,SAT,SAT,TRUE,0,FALSE,1778173750.554663,620.711428,619.047792,3320,17186460202,116712732,8160603,12240933,19801697,8160641,0,52,
